www,ANZSIC06_2Digit,Subdivision descriptor,ANZSIC06,Description,Summary of claims	,Text containing keywords,*bio,carbon,*clean,*climate,co2,*compost,*conserv,cruelty,*deforest,*earth,*ecol,*efficien,*emission,*energ,*environ,*ethic,*fossil,fsc,*global,*green,methane,*natural,*organic,*packag,*planet,*plastic,*recycl,*regenerat,*renewab,*resourc,*responsib,*reusable,*solar,*sustainab,*warm
www.turfservices.co.nz,1,Agriculture,113,Turf Growing,na,"['Where The Grass Is Always Greener', 'Hydroseeding is one of the most efficient and cost effective ways of getting a good quality lawn. Germination is high due to the seed being coated with fertiliser and a wood mulch mixture that is sprayed onto the surface.', 'Professional sports turf surfaces includes, golf course greens/tees and fairways, Sports fields - Rugby & Soccer Fields,', 'Cricket Wickets, Croquet and Bowling Greens, School Playing Fields.', 'Maintenance\nWe can help build a maintenance package to suit your needs. We currently do specialised work for Council sports fields and lawn areas, provide golf course maintenance, schools, bowling and croquet greens and tennis court maintenance.']","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False]"
https://www.turfservices.co.nz,1,Agriculture,113,Turf Growing,na,"['Where The Grass Is Always Greener', 'Hydroseeding is one of the most efficient and cost effective ways of getting a good quality lawn. Germination is high due to the seed being coated with fertiliser and a wood mulch mixture that is sprayed onto the surface.', 'Professional sports turf surfaces includes, golf course greens/tees and fairways, Sports fields - Rugby & Soccer Fields,', 'Cricket Wickets, Croquet and Bowling Greens, School Playing Fields.', 'Maintenance\nWe can help build a maintenance package to suit your needs. We currently do specialised work for Council sports fields and lawn areas, provide golf course maintenance, schools, bowling and croquet greens and tennis court maintenance.']","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, False, False, False]"
www.taranakiturf.co.nz,1,Agriculture,113,Turf Growing,na,"['Transform your landscape in no time with lush, green lawn grown in rich Taranaki topsoil.', 'Team and environmental care', 'We are committed to looking after our team of workers, our customers and others. Our designated health and safety coordinator ensures we get it right so our staff get home safely at the end of each workday. Our environmental protection policy keeps us on our toes too.']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
https://www.taranakiturf.co.nz,1,Agriculture,113,Turf Growing,na,"['Transform your landscape in no time with lush, green lawn grown in rich Taranaki topsoil.', 'Team and environmental care', 'We are committed to looking after our team of workers, our customers and others. Our designated health and safety coordinator ensures we get it right so our staff get home safely at the end of each workday. Our environmental protection policy keeps us on our toes too.']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
www.readylawn.co.nz,1,Agriculture,113,Turf Growing,na,"['Natural', 'Installation Videos Natural', 'Natural Grass', 'natural grass\xa0', 'feels like natural grass', 'NO waiting! Great lawns are an investment in adding beauty and significant value to your property. With Readylawn, there’s no uncertainty. You know you’ll have a lush, springy, deep green lawn within hours – not months!', 'We are enjoying standing on the deck and surveying the swath of bright green.\xa0', 'Each Readylawn location throughout New Zealand is owned and operated by an experienced team that have specific knowledge of their local environment.', 'Readylawn will give you a lush springy, green lawn within hours whatever option you choose', 'Natural', 'Installation Videos Natural', 'Natural Grass', 'natural grass\xa0', 'feels like natural grass', 'NO waiting! Great lawns are an investment in adding beauty and significant value to your property. With Readylawn, there’s no uncertainty. You know you’ll have a lush, springy, deep green lawn within hours – not months!', 'We are enjoying standing on the deck and surveying the swath of bright green.\xa0', 'Each Readylawn location throughout New Zealand is owned and operated by an experienced team that have specific knowledge of their local environment.', 'Readylawn will give you a lush springy, green lawn within hours whatever option you choose']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
https://www.readylawn.co.nz,1,Agriculture,113,Turf Growing,na,"['Natural', 'Installation Videos Natural', 'Natural Grass', 'natural grass\xa0', 'feels like natural grass', 'NO waiting! Great lawns are an investment in adding beauty and significant value to your property. With Readylawn, there’s no uncertainty. You know you’ll have a lush, springy, deep green lawn within hours – not months!', 'We are enjoying standing on the deck and surveying the swath of bright green.\xa0', 'Each Readylawn location throughout New Zealand is owned and operated by an experienced team that have specific knowledge of their local environment.', 'Readylawn will give you a lush springy, green lawn within hours whatever option you choose']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
https://www.readylawn.co.nzsitemap-nz,1,Agriculture,113,Turf Growing,na,"['Natural', 'Installation Videos Natural', 'Natural Grass', 'natural grass\xa0', 'feels like natural grass', 'NO waiting! Great lawns are an investment in adding beauty and significant value to your property. With Readylawn, there’s no uncertainty. You know you’ll have a lush, springy, deep green lawn within hours – not months!', 'We are enjoying standing on the deck and surveying the swath of bright green.\xa0', 'Each Readylawn location throughout New Zealand is owned and operated by an experienced team that have specific knowledge of their local environment.', 'Readylawn will give you a lush springy, green lawn within hours whatever option you choose']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
www.klnurseries.co.nz,1,Agriculture,114,Floriculture Production (Under Cover),na,"['Combining proven techniques, passed down through five generations of\xa0 growers, with cutting-edge technology, including our Polytechnic BioMass boiler, an environmentally-friendly heating system which is the first one of its kind in New Zealand, we produce over 70 varieties of Gerberas, and more than two dozen different types of Roses. Paul and Lyn can make the best decisions for you.', 'Combining proven techniques, passed down through five generations of\xa0 growers, with cutting-edge technology, including our Polytechnic BioMass boiler, an environmentally-friendly heating system which is the first one of its kind in New Zealand, we produce over 70 varieties of Gerberas, and more than two dozen different types of Roses. Paul and Lyn can make the best decisions for you.', 'Combining proven techniques, passed down through five generations of\xa0 growers, with cutting-edge technology, including our Polytechnic BioMass boiler, an environmentally-friendly heating system which is the first one of its kind in New Zealand, we produce over 70 varieties of Gerberas, and more than two dozen different types of Roses. Paul and Lyn can make the best decisions for you.', 'Committed to an energy-efficient, environmentally-friendly approach, the Polytechnic BioMass Boiler, which runs on woodchips rather than coal, is the first of its kind to be utilised by flower growers in New Zealand, while they go to great pains to ensure only the safest sprays are used on their flowers.\xa0']","[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
http://www.klnurseries.co.nz,1,Agriculture,114,Floriculture Production (Under Cover),na,"['Combining proven techniques, passed down through five generations of\xa0 growers, with cutting-edge technology, including our Polytechnic BioMass boiler, an environmentally-friendly heating system which is the first one of its kind in New Zealand, we produce over 70 varieties of Gerberas, and more than two dozen different types of Roses. Paul and Lyn can make the best decisions for you.']","[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
http://www.klnurseries.co.nzhttp://www.klnurseries.co.nz/,1,Agriculture,114,Floriculture Production (Under Cover),na,"['Combining proven techniques, passed down through five generations of\xa0 growers, with cutting-edge technology, including our Polytechnic BioMass boiler, an environmentally-friendly heating system which is the first one of its kind in New Zealand, we produce over 70 varieties of Gerberas, and more than two dozen different types of Roses. Paul and Lyn can make the best decisions for you.']","[False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
